id,_img_recruit,_img_recruit_back,_img_1,_img_1_back,_img_2,_img_2_back,_img_3,_img_3_back,_img_4,_img_4_back,_img_5,_img_5_back,type,subtype,size,slots,cost,orders,source,box,faction,platoon,img_recruit,img_recruit_back,img_1,img_1_back,img_2,img_2_back,img_3,img_3_back,img_4,img_4_back,img_5,img_5_back
HoN-v1-army-box-cw-cw-command-recruitment-tile-field-command_a =,,,,,,,,,,,,,rc-plat,M1-D1-0-G2,N/A,M1-D1-0-G2,35,0,HoN-v1,army-box-cw,CW,command,res/HoN-v1/army-box-cw/cw/command/recruitment-tile-field-command_a.png,res/HoN-v1/army-box-cw/cw/command/recruitment-tile-field-command_b.png,res/HoN-v1/army-box-cw/cw/command/c-maud_a.png,res/HoN-v1/army-box-cw/cw/command/c-maud_b.png,res/HoN-v1/army-box-cw/cw/command/winnie_a.png,res/HoN-v1/army-box-cw/cw/command/winnie_b.png,,,,,,
HoN-v1-army-box-cw-cw-command-recruitment-tile-high-command_a,,,,,,,,,,,,,rc-plat,M2-M1-0-M1-M2,N/A,M2-M1-0-M1-M2,10,0,HoN-v1,army-box-cw,CW,command,res/HoN-v1/army-box-cw/cw/command/recruitment-tile-high-command_a.png,res/HoN-v1/army-box-cw/cw/command/recruitment-tile-high-command_b.png,,,,,,,,,,
HoN-v1-pegasus-bridge-cw-command-platoon-headquarter-option_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,command,res/HoN-v1/pegasus-bridge/cw/command/platoon-headquarter-option_a.png,res/HoN-v1/pegasus-bridge/cw/command/platoon-headquarter-option_b.png,,,,,,,,,,
HoN-v1-pegasus-bridge-cw-command-recruitment-tile-field-command_a,,,,,,,,,,,,,rc-plat,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,command,res/HoN-v1/pegasus-bridge/cw/command/recruitment-tile-field-command_a.png,res/HoN-v1/pegasus-bridge/cw/command/recruitment-tile-field-command_b.png,res/HoN-v1/pegasus-bridge/cw/command/roberts_a.png,res/HoN-v1/pegasus-bridge/cw/command/roberts_b.png,,,,,,,,
HoN-v1-pegasus-bridge-cw-command-horsa-gliders-x2-option,,,,,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,command,res/HoN-v1/pegasus-bridge/cw/command/horsa-gliders-x2-option.png,,,,,,,,,,,
HoN-v1-pegasus-bridge-cw-command-tricky-option,,,#REF!,#REF!,,,,,,,,,zzzz TODO,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,command,res/HoN-v1/pegasus-bridge/cw/command/tricky-option.png,,res/HoN-v1/pegasus-bridge/cw/command/tricky.png,,res/HoN-v1/pegasus-bridge/cw/command/tricky.png,,,,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-universal-carrier-option_a,,,,,,,,,,,,,ft-vehicle,1,1,N/A,30,0,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/universal-carrier-option_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/universal-carrier-option_b.png,res/HoN-v1/army-box-cw/cw/generic/universal-carrier_a.png,res/HoN-v1/army-box-cw/cw/generic/universal-carrier_b.png,,,,,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-ammo-belt-option,,,,,,,,,,,,,gear,1,1,N/A,20,0,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/ammo-belt-option.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/ammo-belt-option.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/ammo-belt-option.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/ammo-belt-option.png,,,,,,,,
184930200134564372150355333A49E00F2EF9CFE724EE3EBB42ABF624B,,,,,,,,,,,,,gear,1,1,N/A,5,0,HoN-V1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled-option.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled-option.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/hardboiled_b.png,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-at-gun-platoon_a,,,,,,,,,,,,,ft-inf,2,2,N/A,55,0,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/at-gun-platoon_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/at-gun-platoon_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/6-pounder-at-gun_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/6-pounder-at-gun_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/universal-carrier_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/universal-carrier_b.png,,,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-mortar-platoon-option_a,,,,,,,,,,,,,ft-inf,2,2,N/A,35,0,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/mortar-platoon-option_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/mortar-platoon-option_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_b.png,,,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-mg-platoon_a,,,,,,,,,,,,,ft-vehicle,2,2,N/A,40,0,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/mg-platoon_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/mg-platoon_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_b.png,,,,,,
HoN-v1-east-yorkshire-regiment-cw-east-yorkshire-regiment-recruitment-tile_a,,,,,,,,,,,,,rc-plat,M2*-D1-0-D1-D2,N/A,M2*-D1-0-D1-D2,55,1,HoN-v1,east-yorkshire-regiment,CW,east-yorkshire-regiment,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/recruitment-tile_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/recruitment-tile_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/officer_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/officer_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/3-inch-mortar_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/flamer_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/flamer_b.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/vickers_b.png,,
HoN-v1-army-box-cw-cw-generic-recruitment-tile-ernest-smokey-smith_a,,,,,,,,,,,,,rc-hero,0,N/A,N/A,30,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-ernest-smokey-smith_a.png,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-ernest-smokey-smith_b.png,res/HoN-v1/army-box-cw/cw/generic/smokey_a.png,res/HoN-v1/army-box-cw/cw/generic/smokey_b.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-recruitment-tile-sasha_a,,,,,,,,,,,,,rc-hero,0,1,N/A,30,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-sasha_a.png,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-sasha_b.png,res/HoN-v1/army-box-cw/cw/generic/sasha_a.png,res/HoN-v1/army-box-cw/cw/generic/sasha_b.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-recruitment-tile-walter-pipkin_a,,,,,,,,,,,,,rc-hero,0,N/A,N/A,85,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-walter-pipkin_a.png,res/HoN-v1/army-box-cw/cw/generic/recruitment-tile-walter-pipkin_b.png,res/HoN-v1/army-box-cw/cw/generic/churchill-avre_a.png,res/HoN-v1/army-box-cw/cw/generic/churchill-avre_b.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-option-vickers-mg_a,,,,,,,,,,,,,ft-inf,1,1,N/A,20,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/option-vickers-mg_a.png,res/HoN-v1/army-box-cw/cw/generic/option-vickers-mg_b.png,res/HoN-v1/army-box-cw/cw/generic/vickers_a.png,res/HoN-v1/army-box-cw/cw/generic/vickers_b.png,,,,,,,,
HoN-v1-gazette-1-ge-generic-minesweepers-cw-option_a,,,,,,,,,,,,,ft-inf,1,1,N/A,10,0,HoN-v1,gazette-1,CW,generic,res/HoN-v1/gazette-1/cw/generic/minesweepers-cw-option_a.png,res/HoN-v1/gazette-1/cw/generic/minesweepers-cw-option_b.png,res/HoN-v1/gazette-1/cw/generic/minesweepers-cw.png,help,,,,,,,,
HoN-v1-army-box-cw-cw-generic-option-staghound_a,,,,,,,,,,,,,ft-vehicle,1,1,N/A,35,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/option-staghound_a.png,res/HoN-v1/army-box-cw/cw/generic/option-staghound_b.png,res/HoN-v1/army-box-cw/cw/generic/t17-staghound_a.png,res/HoN-v1/army-box-cw/cw/generic/t17-staghound_b.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-option-universal-carrier_a,,,,,,,,,,,,,ft-vehicle,1,1,N/A,30,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/option-universal-carrier_a.png,res/HoN-v1/army-box-cw/cw/generic/option-universal-carrier_b.png,res/HoN-v1/army-box-cw/cw/generic/universal-carrier_a.png,res/HoN-v1/army-box-cw/cw/generic/universal-carrier_b.png,,,,,,,,
HoN-v1-gazette-1-ge-generic-75mm-pack-howitzer-m8-option-cw_a,,,,,,,,,,,,,ft-vehicle,1,1,N/A,30,0,HoN-v1,gazette-1,CW,generic,res/HoN-v1/gazette-1/cw/generic/75mm-pack-howitzer-m8-option-cw_a.png,res/HoN-v1/gazette-1/cw/generic/75mm-pack-howitzer-m8-option-cw_b.png,res/HoN-v1/gazette-1/cw/generic/75mm-pack-howitzer-m8-cw.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/6-pounder-at-gun_b.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-ammo-option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/ammo-option.png,res/HoN-v1/army-box-cw/cw/generic/ammo-option.png,res/HoN-v1/army-box-cw/cw/generic/ammo-option.png,res/HoN-v1/army-box-cw/cw/generic/ammo-option.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-fuel-option,,,,,,,,,,,,,gear,1,1,N/A,5,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/fuel-option.png,res/HoN-v1/army-box-cw/cw/generic/fuel-option.png,res/HoN-v1/army-box-cw/cw/generic/fuel-option.png,res/HoN-v1/army-box-cw/cw/generic/fuel-option.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-grenade-option,,,,,,,,,,,,,gear,1,1,N/A,5,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/grenade-option.png,res/HoN-v1/army-box-cw/cw/generic/grenade-option.png,res/HoN-v1/army-box-cw/cw/generic/grenade-option.png,res/HoN-v1/army-box-cw/cw/generic/grenade-option.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-veteran-option,,,,,,,,,,,,,gear,1,1,N/A,15,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/veteran-option.png,res/HoN-v1/army-box-cw/cw/generic/veteran-option.png,res/HoN-v1/army-box-cw/cw/generic/veteran-option.png,res/HoN-v1/army-box-cw/cw/generic/veteran-option.png,,,,,,,,
HoN-v1-gazette-2-cw-generic-ap-shells-option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/ap-shells-option.png,res/HoN-v1/gazette-2/cw/generic/ap-shells-option.png,res/HoN-v1/gazette-2/cw/generic/ap-shells-option.png,res/HoN-v1/gazette-2/cw/generic/ap-shells-option.png,,,,,,,,
HoN-v1-gazette-2-cw-generic-he-shells-option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/he-shells-option.png,res/HoN-v1/gazette-2/cw/generic/he-shells-option.png,res/HoN-v1/gazette-2/cw/generic/he-shells-option.png,res/HoN-v1/gazette-2/cw/generic/he-shells-option.png,,,,,,,,
HoN-v1-army-box-cw-cw-generic-option-churchill-avre_a,,,,,,,,,,,,,ft-vehicle,2,2,N/A,75,0,HoN-v1,army-box-cw,CW,generic,res/HoN-v1/army-box-cw/cw/generic/option-churchill-avre_a.png,res/HoN-v1/army-box-cw/cw/generic/option-churchill-avre_b.png,res/HoN-v1/army-box-cw/cw/generic/walter-pipkin_a.png,res/HoN-v1/army-box-cw/cw/generic/walter-pipkin_b.png,,,,,,,,
HoN-v1-gazette-2-cw-generic-churchill-ark-mark-1-option_a,,,,,,,,,,,,,ft-vehicle,2,2,N/A,25,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/churchill-ark-mark-1-option_a.png,res/HoN-v1/gazette-2/cw/generic/churchill-ark-mark-1-option_b.png,res/HoN-v1/gazette-2/cw/generic/churchill-ark-bridge_a.png,res/HoN-v1/gazette-2/cw/generic/churchill-ark-bridge_b.png,res/HoN-v1/gazette-2/cw/generic/churchill-ark-mark-1_a.png,res/HoN-v1/gazette-2/cw/generic/churchill-ark-mark-1_b.png,,,,,,
HoN-v1-gazette-2-cw-generic-churchill-crocodile-option_a,,,,,,,,,,,,,ft-vehicle,2,2,N/A,95,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/churchill-crocodile-option_a.png,res/HoN-v1/gazette-2/cw/generic/churchill-crocodile-option_b.png,res/HoN-v1/gazette-2/cw/generic/trailer.png,help,res/HoN-v1/gazette-2/cw/generic/churchill-crocodile_a.png,res/HoN-v1/gazette-2/cw/generic/churchill-crocodile_b.png,,,,,,
HoN-v1-gazette-2-cw-generic-sherman-crab-option_a,,,,,,,,,,,,,ft-vehicle,2,2,N/A,75,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/sherman-crab-option_a.png,res/HoN-v1/gazette-2/cw/generic/sherman-crab-option_b.png,res/HoN-v1/gazette-2/cw/generic/sherman-crab_a.png,res/HoN-v1/gazette-2/cw/generic/sherman-crab_b.png,,,,,,,,
HoN-v1-gazette-2-cw-generic-recruitment-tile_a,,,,,,,,,,,,,rc-plat,D2-0-G1-D1,N/A,D2-0-G1-D1,30,0,HoN-v1,gazette-2,CW,generic,res/HoN-v1/gazette-2/cw/generic/recruitment-tile_a.png,res/HoN-v1/gazette-2/cw/generic/recruitment-tile_b.png,res/HoN-v1/gazette-2/cw/generic/hobart_a.png,res/HoN-v1/gazette-2/cw/generic/hobart_b.png,,,,,,,,
HoN-v1-pegasus-bridge-cw-generic-6-pounder-option_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,generic,res/HoN-v1/pegasus-bridge/cw/generic/6-pounder-option_a.png,res/HoN-v1/pegasus-bridge/cw/generic/6-pounder-option_b.png,res/HoN-v1/pegasus-bridge/cw/generic/6-pounder.png,,,,,,,,,
HoN-v1-pegasus-bridge-cw-generic-howitzer-option_a,,,,,,,,,,,,,ft-inf,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,generic,res/HoN-v1/pegasus-bridge/cw/generic/howitzer-option_a.png,res/HoN-v1/pegasus-bridge/cw/generic/howitzer-option_b.png,res/HoN-v1/pegasus-bridge/cw/generic/howitzer.png,,,,,,,,,
HoN-v1-pegasus-bridge-cw-generic-cromwell-option_a,,,,,,,,,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,generic,res/HoN-v1/pegasus-bridge/cw/generic/cromwell-option_a.png,res/HoN-v1/pegasus-bridge/cw/generic/cromwell-option_b.png,res/HoN-v1/pegasus-bridge/cw/generic/cromwell_a.png,res/HoN-v1/pegasus-bridge/cw/generic/cromwell_b.png,,,,,,,,
HoN-v1-pegasus-bridge-cw-generic-sherman-m4-option_a,,,,,,,,,,,,,ft-vehicle,zzzz TODO,,,,,HoN-v1,pegasus-bridge,CW,generic,res/HoN-v1/pegasus-bridge/cw/generic/sherman-m4-option_a.png,res/HoN-v1/pegasus-bridge/cw/generic/sherman-m4-option_b.png,res/HoN-v1/pegasus-bridge/cw/generic/sherman-m4_a.png,res/HoN-v1/pegasus-bridge/cw/generic/sherman-m4_b.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-recruitment-tile-bill-millin_a,,,,,,,,,,,,,rc-hero,0,N/A,N/A,20,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/recruitment-tile-bill-millin_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/recruitment-tile-bill-millin_b.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/millin_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/millin_b.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-recruitment-tile-mad-jack-churchill_a,,,,,,,,,,,,,rc-hero,0,N/A,N/A,35,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/recruitment-tile-mad-jack-churchill_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/recruitment-tile-mad-jack-churchill_b.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/mad-jack_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/mad-jack_b.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-bazooka-option_a,,,,,,,,,,,,,ft-inf,1,1,N/A,15,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/bazooka-option_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/bazooka-option_b.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/bazooka_a.png,res/HoN-v1/east-yorkshire-regiment/cw/east-yorkshire-regiment/6-pounder-at-gun_b.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-vickers-mg-option_a,,,,,,,,,,,,,ft-inf,1,1,N/A,20,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/vickers-mg-option_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/vickers-mg-option_b.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/vickers_a.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/vickers_b.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-ferocious-option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/ferocious-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/ferocious-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/ferocious-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/ferocious-option.png,,,,,,,,
HoN-v1-lord-lovat_s-commandos-cw-lord-lovats-commandos-infiltrated-option,,,,,,,,,,,,,gear,1,1,N/A,10,0,HoN-v1,lord-lovat_s-commandos,CW,lord-lovats-commandos,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/infiltrated-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/infiltrated-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/infiltrated-option.png,res/HoN-v1/lord-lovat_s-commandos/cw/lord-lovats-commandos/infiltrated-option.png,,,,,,,,
