HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-additional-shielding													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/additional-shielding.png											
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-tank-gears-option													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/tank-gears-option.png											
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-tank-ammo-option													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/tank-ammo-option.png											
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-panzer-4-command_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panzer-4-command_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panzer-4-command_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-panther-ausf-a_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panther-ausf-a_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panther-ausf-a_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-apc-shell													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/apc-shell.png											
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-panther-auf-a-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panther-auf-a-option_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panther-auf-a-option_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-gear-german													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/gear-german.png											
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-stug-4-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/stug-4-option_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/stug-4-option_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-stug-4_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/stug-4_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/stug-4_b.png										
HoN-v2-bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-panzer-4_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panzer-4_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/panzer-4_b.png										
bloody-omaha-ge-panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div-deprecated-recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_a													zzzz TODO						bloody-omaha	ge	PANZERGRUPPE_2ND-PANZER-ABTEILUNG-3-PZ-REG-2-PZ-DIV	deprecated	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/deprecated/recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_a.png	res/HoN-v2/bloody-omaha/ge/panzergruppe_2nd-panzer-abteilung-3-pz-reg-2-pz-div/deprecated/recruitment-tile-2nd-panzer-abteilung-3-pz-reg-2-pz-div_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-grimme_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/grimme_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/grimme_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-turmstellung-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/turmstellung-option_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/turmstellung-option_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-7.5cm-18-gun													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/7.5cm-18-gun.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-fire-group_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/fire-group_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/fire-group_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-defense-group-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/defense-group-option_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/defense-group-option_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-gear-german													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/gear-german.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-ammo-belt-option													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/ammo-belt-option.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-recruitment-tile-2nd-battalion-reg-916-352-inf-div_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/recruitment-tile-2nd-battalion-reg-916-352-inf-div_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/recruitment-tile-2nd-battalion-reg-916-352-inf-div_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-pak-40													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/pak-40.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-8cm-granatwerfer_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/8cm-granatwerfer_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/8cm-granatwerfer_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-pak-40-group-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/pak-40-group-option_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/pak-40-group-option_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-gunners													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/gunners.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-ammo-belt													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/ammo-belt.png											
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-7.5cm-group-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/7.5cm-group-option_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/7.5cm-group-option_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-mg-42-hmg_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/mg-42-hmg_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/mg-42-hmg_b.png										
HoN-v2-bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-turmstellung_a													zzzz TODO						HoN-v2	bloody-omaha	GE	festungkompanie_2nd-battalion-reg-916-352-inf-div	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/turmstellung_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/turmstellung_b.png										
bloody-omaha-ge-festungkompanie_2nd-battalion-reg-916-352-inf-div-deprecated-recruitment-tile-2nd-battalion-reg-916-352-inf-div_a													zzzz TODO						bloody-omaha	ge	FESTUNGKOMPANIE_2ND-BATTALION-REG-916-352-INF-DIV	deprecated	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/deprecated/recruitment-tile-2nd-battalion-reg-916-352-inf-div_a.png	res/HoN-v2/bloody-omaha/ge/festungkompanie_2nd-battalion-reg-916-352-inf-div/deprecated/recruitment-tile-2nd-battalion-reg-916-352-inf-div_b.png										
HoN-v2-bloody-omaha-ge-generic-heinrich_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/heinrich_a.png	res/HoN-v2/bloody-omaha/ge/generic/heinrich_b.png										
HoN-v2-bloody-omaha-ge-generic-recruitment-tile-heinrich_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/recruitment-tile-heinrich_a.png	res/HoN-v2/bloody-omaha/ge/generic/recruitment-tile-heinrich_b.png										
HoN-v2-bloody-omaha-ge-generic-mg-42_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/mg-42_a.png	res/HoN-v2/bloody-omaha/ge/generic/mg-42_b.png										
HoN-v2-bloody-omaha-ge-generic-spotter													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/spotter.png											
HoN-v2-bloody-omaha-ge-generic-mine-at													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/mine-at.png											
HoN-v2-bloody-omaha-ge-generic-panzerschreck													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/panzerschreck.png											
HoN-v2-bloody-omaha-ge-generic-mine-ap													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/mine-ap.png											
HoN-v2-bloody-omaha-ge-generic-artillery-spotter-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/artillery-spotter-option_a.png	res/HoN-v2/bloody-omaha/ge/generic/artillery-spotter-option_b.png										
HoN-v2-bloody-omaha-ge-generic-minde-decoy													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/minde-decoy.png											
HoN-v2-bloody-omaha-ge-generic-mg-42-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/mg-42-option_a.png	res/HoN-v2/bloody-omaha/ge/generic/mg-42-option_b.png										
HoN-v2-bloody-omaha-ge-generic-mine-hidden													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/mine-hidden.png											
HoN-v2-bloody-omaha-ge-generic-minefield-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/minefield-option_a.png	res/HoN-v2/bloody-omaha/ge/generic/minefield-option_b.png										
HoN-v2-bloody-omaha-ge-generic-panzerschreck-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	generic	res/HoN-v2/bloody-omaha/ge/generic/panzerschreck-option_a.png	res/HoN-v2/bloody-omaha/ge/generic/panzerschreck-option_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-kubelwagen_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/kubelwagen_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/kubelwagen_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-scout													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/scout.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-panzerschreck													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/panzerschreck.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-recon-group-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/recon-group-option_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/recon-group-option_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-mg-scout													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/mg-scout.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-sdkfz-250_1_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-250_1_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-250_1_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-tricky													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/tricky.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-panzerschreck-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/panzerschreck-option_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/panzerschreck-option_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-recruitment-tile-abteilung-2-2-panzer-div_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/recruitment-tile-abteilung-2-2-panzer-div_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/recruitment-tile-abteilung-2-2-panzer-div_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-guardian													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/guardian.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-scharfschutze													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/scharfschutze.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-sdkfz-250_9_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-250_9_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-250_9_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-siebert													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/siebert.png											
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-kubelwagen-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/kubelwagen-option_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/kubelwagen-option_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-sdkfz-stummel_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-stummel_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/sdkfz-stummel_b.png										
HoN-v2-bloody-omaha-ge-panzer-aufklarungs_abteilung-2-2-panzer-div-stummel-group-option_a													zzzz TODO						HoN-v2	bloody-omaha	GE	panzer-aufklarungs_abteilung-2-2-panzer-div	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/stummel-group-option_a.png	res/HoN-v2/bloody-omaha/ge/panzer-aufklarungs_abteilung-2-2-panzer-div/stummel-group-option_b.png										
