id,_img_recruit,_img_recruit_back,_img_1,_img_1_back,_img_2,_img_2_back,_img_3,_img_3_back,_img_4,img_4_back,_img_5,_img_5_back,type,subtype,size,slots,source,box,faction,cost,platoon,orders,img_recruit,img_recruit_back,img_1,img_1_back,img_2,img_2_back,img_3,img_3_back,img_4,img_4_back.1,img_5,img_5_back,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
hon-v1-hon-core-ge-feldkommando-bluff_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,GE,5.0,feldkommando,0.0,res/HoN-v1/hon-core/ge/Feldkommando/Bluff_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Bluff_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Bluff_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Bluff_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559169494416A10D2065457376E45F70349C19683229484.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559169494416A10D2065457376E45F70349C19683229484.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559169494416A10D2065457376E45F70349C19683229484.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559169494416A10D2065457376E45F70349C19683229484.png"")",,,,,,,,
hon-v1-hon-core-ge-feldkommando-planning_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,GE,10.0,feldkommando,1.0,res/HoN-v1/hon-core/ge/Feldkommando/Planning_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Planning_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Planning_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/Planning_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559198688A761C4F9841407E18B2EF62A947065B735F1B0.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559198688A761C4F9841407E18B2EF62A947065B735F1B0.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559198688A761C4F9841407E18B2EF62A947065B735F1B0.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134559198688A761C4F9841407E18B2EF62A947065B735F1B0.png"")",,,,,,,,
hon-v1-army-box-ge-ge-command-option-smoke,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-ge,GE,10.0,command,0.0,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,res/HoN-v1/army-box-ge/ge/command/option-smoke.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455945802ED6E13236A4E55FE6106059F7B013A93DD0AD44.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455945802ED6E13236A4E55FE6106059F7B013A93DD0AD44.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455945802ED6E13236A4E55FE6106059F7B013A93DD0AD44.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455945802ED6E13236A4E55FE6106059F7B013A93DD0AD44.png"")",,,,,,,,
hon-v1-hon-core-ge-feldkommando-mg_nest_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,GE,25.0,feldkommando,0.0,res/HoN-v1/hon-core/ge/Feldkommando/MG_Nest_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/MG_Nest_Option.png,res/HoN-v1/hon-core/ge/Feldkommando/MG_Nest.png,res/HoN-v1/hon-core/ge/Feldkommando/MG_Nest_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455953781BF6707BD8A1B4EB6F76D1A8D777EA1F41A58DA4.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455953781BF6707BD8A1B4EB6F76D1A8D777EA1F41A58DA4.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345593931744058184847CD0DFB681F98C42457AA42DA0D33.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455953781BF6707BD8A1B4EB6F76D1A8D777EA1F41A58DA4.png"")",,,,,,,,
hon-v1-steiner-kampfgruppe-ge-steiner-kampfgruppe-planning-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,steiner-kampfgruppe,GE,10.0,steiner-kampfgruppe,0.0,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/planning-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/planning-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/planning-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/planning-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455963820495E092604618F1281A7D702FAA1BA43C631256.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455963820495E092604618F1281A7D702FAA1BA43C631256.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455963820495E092604618F1281A7D702FAA1BA43C631256.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455963820495E092604618F1281A7D702FAA1BA43C631256.png"")",,,,,,,,
hon-v1-steiner-kampfgruppe-ge-steiner-kampfgruppe-heroic-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,steiner-kampfgruppe,GE,30.0,steiner-kampfgruppe,0.0,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/heroic-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/heroic-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/heroic-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/heroic-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455837564676C163ED5D788244DF164337BB59F4ED284AD5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455837564676C163ED5D788244DF164337BB59F4ED284AD5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455837564676C163ED5D788244DF164337BB59F4ED284AD5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455837564676C163ED5D788244DF164337BB59F4ED284AD5.png"")",,,,,,,,
18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E,,,,,,,,,,,,,gear,1,1.0,,HoN-V1,all,GE,10.0,bbb,0.0,res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png,res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png,res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png,res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455880279503BD4CCB28858A880F3B962110FD573C8E4F6E.png"")",,,,,,,,
hon-v1-steiner-kampfgruppe-ge-steiner-kampfgruppe-veteran-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,steiner-kampfgruppe,GE,15.0,steiner-kampfgruppe,0.0,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/veteran-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/veteran-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/veteran-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/veteran-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455883402A974373E535E7698166700790F6EC27CEAF3B66.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455883402A974373E535E7698166700790F6EC27CEAF3B66.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455883402A974373E535E7698166700790F6EC27CEAF3B66.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455883402A974373E535E7698166700790F6EC27CEAF3B66.png"")",,,,,,,,
hon-v1-steiner-kampfgruppe-ge-steiner-kampfgruppe-trigger-happy-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,steiner-kampfgruppe,GE,10.0,steiner-kampfgruppe,0.0,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/trigger-happy-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/trigger-happy-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/trigger-happy-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/trigger-happy-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589752C272C6F6DC468A70AF22E0E01DF1C5CE88BE7134.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589752C272C6F6DC468A70AF22E0E01DF1C5CE88BE7134.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589752C272C6F6DC468A70AF22E0E01DF1C5CE88BE7134.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589752C272C6F6DC468A70AF22E0E01DF1C5CE88BE7134.png"")",,,,,,,,
hon-v1-steiner-kampfgruppe-ge-steiner-kampfgruppe-gears-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,steiner-kampfgruppe,GE,20.0,steiner-kampfgruppe,0.0,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/gears-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/gears-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/gears-option.png,res/HoN-v1/steiner-kampfgruppe/ge/steiner-kampfgruppe/gears-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589807E7AC474E5FF30F0CB88621A58F56900E3D391072.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589807E7AC474E5FF30F0CB88621A58F56900E3D391072.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589807E7AC474E5FF30F0CB88621A58F56900E3D391072.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345589807E7AC474E5FF30F0CB88621A58F56900E3D391072.png"")",,,,,,,,
hon-v1-wittmanns-tigers-ge-wittmanns-tigers-intrepid-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,wittmanns-tigers,GE,15.0,wittmanns-tigers,0.0,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/intrepid-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/intrepid-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/intrepid-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/intrepid-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345575282E9D4AEA8994445FD14FF03F3121D573D7429D079.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345575282E9D4AEA8994445FD14FF03F3121D573D7429D079.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345575282E9D4AEA8994445FD14FF03F3121D573D7429D079.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345575282E9D4AEA8994445FD14FF03F3121D573D7429D079.png"")",,,,,,,,
hon-v1-wittmanns-tigers-ge-wittmanns-tigers-he-shell-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,wittmanns-tigers,GE,10.0,wittmanns-tigers,0.0,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/he-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/he-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/he-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/he-shell-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134557533401F7213947E7680FB848FFA4CA95A4B8ACEDF64E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134557533401F7213947E7680FB848FFA4CA95A4B8ACEDF64E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134557533401F7213947E7680FB848FFA4CA95A4B8ACEDF64E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134557533401F7213947E7680FB848FFA4CA95A4B8ACEDF64E.png"")",,,,,,,,
hon-v1-wittmanns-tigers-ge-wittmanns-tigers-apc-shell-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,wittmanns-tigers,GE,10.0,wittmanns-tigers,0.0,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/apc-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/apc-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/apc-shell-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/apc-shell-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455754440DAF6C2875DE9D7E5503E216D2D16E19EAD7897B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455754440DAF6C2875DE9D7E5503E216D2D16E19EAD7897B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455754440DAF6C2875DE9D7E5503E216D2D16E19EAD7897B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455754440DAF6C2875DE9D7E5503E216D2D16E19EAD7897B.png"")",,,,,,,,
hon-v1-wittmanns-tigers-ge-wittmanns-tigers-fuel-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,wittmanns-tigers,GE,5.0,wittmanns-tigers,0.0,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/fuel-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/fuel-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/fuel-option.png,res/HoN-v1/wittmanns-tigers/ge/wittmanns-tigers/fuel-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455755644B391A14E25CAFAC34134E7BF73A92AF650EF0E5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455755644B391A14E25CAFAC34134E7BF73A92AF650EF0E5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455755644B391A14E25CAFAC34134E7BF73A92AF650EF0E5.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc18493020013455755644B391A14E25CAFAC34134E7BF73A92AF650EF0E5.png"")",,,,,,,,
hon-v1-ss-panzergrenadiere-ge-ss-panzergrenadiere-bloodthirsty-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,ss-panzergrenadiere,GE,25.0,ss-panzergrenadiere,0.0,res/HoN-v1/ss-panzergrenadiere/ge/ss-panzergrenadiere/bloodthirsty-option.png,res/HoN-v1/ss-panzergrenadiere/ge/ss-panzergrenadiere/bloodthirsty-option.png,res/HoN-v1/ss-panzergrenadiere/ge/ss-panzergrenadiere/bloodthirsty-option.png,res/HoN-v1/ss-panzergrenadiere/ge/ss-panzergrenadiere/bloodthirsty-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345573316196D4F144CFBF877DFD6CB17A04C49407D098EFA.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345573316196D4F144CFBF877DFD6CB17A04C49407D098EFA.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345573316196D4F144CFBF877DFD6CB17A04C49407D098EFA.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345573316196D4F144CFBF877DFD6CB17A04C49407D098EFA.png"")",,,,,,,,
hon-v1-d-day-ge-festungskompagnie-ammo-belt-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,GE,20.0,festungskompagnie,0.0,res/HoN-v1/d-day/ge/festungskompagnie/ammo-belt-option.png,res/HoN-v1/d-day/ge/festungskompagnie/ammo-belt-option.png,res/HoN-v1/d-day/ge/festungskompagnie/ammo-belt-option.png,res/HoN-v1/d-day/ge/festungskompagnie/ammo-belt-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134558592346A3B0219726225BBDC75CC9D8FFB4C94887AEDF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134558592346A3B0219726225BBDC75CC9D8FFB4C94887AEDF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134558592346A3B0219726225BBDC75CC9D8FFB4C94887AEDF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc184930200134558592346A3B0219726225BBDC75CC9D8FFB4C94887AEDF.png"")",,,,,,,,
hon-v1-army-box-ge-ge-sturmpioniere-option-tankbuster,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-ge,GE,20.0,sturmpioniere,0.0,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-tankbuster.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-tankbuster.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-tankbuster.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-tankbuster.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345580238D91A3850A4340EF4082779670EC27B9201BDC189.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345580238D91A3850A4340EF4082779670EC27B9201BDC189.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345580238D91A3850A4340EF4082779670EC27B9201BDC189.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345580238D91A3850A4340EF4082779670EC27B9201BDC189.png"")",,,,,,,,
hon-v1-army-box-ge-ge-sturmpioniere-option-goliath,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-ge,GE,15.0,sturmpioniere,0.0,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-goliath.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-goliath.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-goliath.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-goliath.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345582035DE3011A96F285C6F044B3C5CEAC120DB2FF94CC7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345582035DE3011A96F285C6F044B3C5CEAC120DB2FF94CC7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345582035DE3011A96F285C6F044B3C5CEAC120DB2FF94CC7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345582035DE3011A96F285C6F044B3C5CEAC120DB2FF94CC7.png"")",,,,,,,,
hon-v1-army-box-ge-ge-sturmpioniere-option-ferocious,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-ge,GE,10.0,sturmpioniere,0.0,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-ferocious.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-ferocious.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-ferocious.png,res/HoN-v1/army-box-ge/ge/sturmpioniere/option-ferocious.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345588291BD91CFA2D7155CD52AD0DC2BC282605203279266.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345588291BD91CFA2D7155CD52AD0DC2BC282605203279266.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345588291BD91CFA2D7155CD52AD0DC2BC282605203279266.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assisstant/main/res/tiles/V1-GE/httpcloud3steamusercontentcomugc1849302001345588291BD91CFA2D7155CD52AD0DC2BC282605203279266.png"")",,,,,,,,
